code,target,sigprice,gentime,usertag
CFFEX.IF.HOT,0,2509.2,20141103140500000,DT_ExitLong
CFFEX.IF.HOT,2,2521,20141105092000000,DT_EnterLong
CFFEX.IF.HOT,0,2509.4,20141105094500000,DT_ExitLong
CFFEX.IF.HOT,-2,2553.6,20141114140500000,DT_EnterShort
CFFEX.IF.HOT,0,2559.6,20141121110500000,DT_ExitShort
CFFEX.IF.HOT,2,2777.6,20141128140500000,DT_EnterLong
CFFEX.IF.HOT,0,3056.6,20141209145500000,DT_ExitLong
CFFEX.IF.HOT,-2,3181.8,20141215095500000,DT_EnterShort
CFFEX.IF.HOT,0,3637.8,20150105113000000,DT_ExitShort
CFFEX.IF.HOT,-2,3632.2,20150107133500000,DT_EnterShort
CFFEX.IF.HOT,0,3543.2,20150112142000000,DT_ExitShort
CFFEX.IF.HOT,2,3538.2,20150115103000000,DT_EnterLong
CFFEX.IF.HOT,0,3470.4,20150119092000000,DT_ExitLong
CFFEX.IF.HOT,-2,3506.8,20150213143000000,DT_EnterShort
CFFEX.IF.HOT,0,3525.6,20150216135000000,DT_ExitShort
CFFEX.IF.HOT,-2,3552.8,20150217140000000,DT_EnterShort
CFFEX.IF.HOT,0,3560.4,20150310133500000,DT_ExitShort
CFFEX.IF.HOT,2,3541.4,20150311092000000,DT_EnterLong
CFFEX.IF.HOT,0,3843.2,20150319140000000,DT_ExitLong
CFFEX.IF.HOT,-2,3863.4,20150320112000000,DT_EnterShort
CFFEX.IF.HOT,0,4646.2,20150417142500000,DT_ExitShort
CFFEX.IF.HOT,2,4641.2,20150420092000000,DT_EnterLong
CFFEX.IF.HOT,0,4710.2,20150423141500000,DT_ExitLong
CFFEX.IF.HOT,-2,4667.4,20150424110500000,DT_EnterShort
CFFEX.IF.HOT,0,4808.4,20150430092000000,DT_ExitShort
CFFEX.IF.HOT,-2,4727.4,20150504094000000,DT_EnterShort
CFFEX.IF.HOT,0,5318.6,20150611110500000,DT_ExitShort
CFFEX.IF.HOT,-2,5266.4,20150611111000000,DT_EnterShort
CFFEX.IF.HOT,0,3913.6,20150716095500000,DT_ExitShort
CFFEX.IF.HOT,-2,3928.8,20150722111000000,DT_EnterShort
CFFEX.IF.HOT,0,3711.8,20150728140500000,DT_ExitShort
CFFEX.IF.HOT,2,3690.6,20150731112000000,DT_EnterLong
CFFEX.IF.HOT,0,4005.8,20150811143000000,DT_ExitLong
CFFEX.IF.HOT,-2,3981,20150812111500000,DT_EnterShort
CFFEX.IF.HOT,0,4000.4,20150813092000000,DT_ExitShort
CFFEX.IF.HOT,-2,3957.6,20150813110000000,DT_EnterShort
CFFEX.IF.HOT,0,4011.8,20150817140000000,DT_ExitShort
CFFEX.IF.HOT,-2,2999.2,20150825092000000,DT_EnterShort
CFFEX.IF.HOT,0,3279.4,20150908143000000,DT_ExitShort
CFFEX.IF.HOT,2,3263.6,20150922142500000,DT_EnterLong
CFFEX.IF.HOT,0,3122,20150925110500000,DT_ExitLong
CFFEX.IF.HOT,2,3290.6,20151008092000000,DT_EnterLong
CFFEX.IF.HOT,0,3396.2,20151014092000000,DT_ExitLong
CFFEX.IF.HOT,-2,3384,20151014143500000,DT_EnterShort
CFFEX.IF.HOT,0,3423.8,20151020145500000,DT_ExitShort
CFFEX.IF.HOT,-2,3378.2,20151103144000000,DT_EnterShort
CFFEX.IF.HOT,0,3784.2,20151111142500000,DT_ExitShort
CFFEX.IF.HOT,-2,3638.8,20151123092000000,DT_EnterShort
CFFEX.IF.HOT,0,3672.8,20151125132000000,DT_ExitShort
CFFEX.IF.HOT,2,3506,20151201132500000,DT_EnterLong
CFFEX.IF.HOT,0,3566,20151210144000000,DT_ExitLong
CFFEX.IF.HOT,-2,3691.2,20151218143500000,DT_EnterShort
CFFEX.IF.HOT,0,3685.6,20151229140000000,DT_ExitShort
CFFEX.IF.HOT,-2,3334.2,20160107094000000,DT_EnterShort
CFFEX.IF.HOT,0,3245.2,20160107140000000,DT_ExitShort
CFFEX.IF.HOT,2,3245.2,20160107140500000,DT_EnterLong
CFFEX.IF.HOT,0,3245.2,20160107141000000,DT_ExitLong
CFFEX.IF.HOT,2,3245.2,20160107141500000,DT_EnterLong
CFFEX.IF.HOT,0,3245.2,20160107142000000,DT_ExitLong
CFFEX.IF.HOT,2,3245.2,20160107142500000,DT_EnterLong
CFFEX.IF.HOT,0,3245.2,20160107143000000,DT_ExitLong
CFFEX.IF.HOT,2,3245.2,20160107143500000,DT_EnterLong
CFFEX.IF.HOT,0,3245.2,20160107144000000,DT_ExitLong
CFFEX.IF.HOT,2,3245.2,20160107144500000,DT_EnterLong
CFFEX.IF.HOT,0,3245.2,20160107145000000,DT_ExitLong
CFFEX.IF.HOT,2,3245.2,20160107145500000,DT_EnterLong
CFFEX.IF.HOT,0,3245.2,20160107150000000,DT_ExitLong
CFFEX.IF.HOT,2,3325,20160108093500000,DT_EnterLong
CFFEX.IF.HOT,0,3220.6,20160111132000000,DT_ExitLong
CFFEX.IF.HOT,-2,3153,20160113143000000,DT_EnterShort
CFFEX.IF.HOT,0,3092,20160119112500000,DT_ExitShort
CFFEX.IF.HOT,2,2868.6,20160127142000000,DT_EnterLong
CFFEX.IF.HOT,0,2822,20160229094000000,DT_ExitLong
CFFEX.IF.HOT,2,3021.2,20160304093500000,DT_EnterLong
CFFEX.IF.HOT,0,3011.4,20160304110000000,DT_ExitLong
CFFEX.IF.HOT,-2,3013,20160304112000000,DT_EnterShort
CFFEX.IF.HOT,0,3025.6,20160304132500000,DT_ExitShort
CFFEX.IF.HOT,-2,3021,20160308094000000,DT_EnterShort
CFFEX.IF.HOT,0,3050.2,20160310093500000,DT_ExitShort
CFFEX.IF.HOT,-2,2983.2,20160310144500000,DT_EnterShort
CFFEX.IF.HOT,0,3045,20160315141500000,DT_ExitShort
CFFEX.IF.HOT,-2,3191.8,20160323100000000,DT_EnterShort
CFFEX.IF.HOT,0,3192.2,20160328093500000,DT_ExitShort
CFFEX.IF.HOT,-2,3110.2,20160329113000000,DT_EnterShort
CFFEX.IF.HOT,0,3165,20160421140000000,DT_ExitShort
CFFEX.IF.HOT,2,3147,20160426093500000,DT_EnterLong
CFFEX.IF.HOT,0,3131.8,20160427140000000,DT_ExitLong
CFFEX.IF.HOT,-2,3114.6,20160428094000000,DT_EnterShort
CFFEX.IF.HOT,0,3128.2,20160429094000000,DT_ExitShort
CFFEX.IF.HOT,2,3132,20160503093500000,DT_EnterLong
CFFEX.IF.HOT,0,3117,20160503094000000,DT_ExitLong
CFFEX.IF.HOT,2,3133.2,20160503094500000,DT_EnterLong
CFFEX.IF.HOT,0,3030.2,20160509144000000,DT_ExitLong
CFFEX.IF.HOT,-2,3022,20160509150000000,DT_EnterShort
CFFEX.IF.HOT,0,3088.4,20160513095500000,DT_ExitShort
CFFEX.IF.HOT,-2,3045.4,20160516095500000,DT_EnterShort
CFFEX.IF.HOT,0,3097.2,20160517140500000,DT_ExitShort
CFFEX.IF.HOT,2,3059,20160523093500000,DT_EnterLong
CFFEX.IF.HOT,0,3006,20160530093500000,DT_ExitLong
CFFEX.IF.HOT,2,3113.4,20160531095000000,DT_EnterLong
CFFEX.IF.HOT,0,3114,20160531104500000,DT_ExitLong
CFFEX.IF.HOT,2,3138.4,20160602093500000,DT_EnterLong
CFFEX.IF.HOT,0,3140.6,20160603093500000,DT_ExitLong
CFFEX.IF.HOT,2,3155,20160603131000000,DT_EnterLong
CFFEX.IF.HOT,0,3147,20160608093500000,DT_ExitLong
CFFEX.IF.HOT,-2,3106,20160613093500000,DT_EnterShort
CFFEX.IF.HOT,0,3048,20160615093500000,DT_ExitShort
CFFEX.IF.HOT,2,3091.8,20160621100000000,DT_EnterLong
CFFEX.IF.HOT,0,2993.8,20160624130500000,DT_ExitLong
CFFEX.IF.HOT,2,3128,20160701093500000,DT_EnterLong
CFFEX.IF.HOT,0,3165,20160706093500000,DT_ExitLong
CFFEX.IF.HOT,-2,3177,20160707093500000,DT_EnterShort
CFFEX.IF.HOT,0,3180.2,20160708141000000,DT_ExitShort
CFFEX.IF.HOT,2,3197.8,20160711093500000,DT_EnterLong
CFFEX.IF.HOT,0,3230,20160714142000000,DT_ExitLong
CFFEX.IF.HOT,-2,3243.4,20160715093500000,DT_EnterShort
CFFEX.IF.HOT,0,3246,20160715143500000,DT_ExitShort
CFFEX.IF.HOT,2,3210.2,20160721093500000,DT_EnterLong
CFFEX.IF.HOT,0,3173.2,20160727113000000,DT_ExitLong
CFFEX.IF.HOT,-2,3178.2,20160729143500000,DT_EnterShort
CFFEX.IF.HOT,0,3175,20160803100500000,DT_ExitShort
CFFEX.IF.HOT,-2,3155.6,20160804100000000,DT_EnterShort
CFFEX.IF.HOT,0,3239.4,20160811094000000,DT_ExitShort
CFFEX.IF.HOT,2,3263,20160811095500000,DT_EnterLong
CFFEX.IF.HOT,0,3346,20160817093500000,DT_ExitLong
CFFEX.IF.HOT,2,3337.2,20160823102000000,DT_EnterLong
CFFEX.IF.HOT,0,3285,20160906100000000,DT_ExitLong
CFFEX.IF.HOT,2,3202.6,20160914093500000,DT_EnterLong
CFFEX.IF.HOT,0,3194.2,20160914141000000,DT_ExitLong
CFFEX.IF.HOT,2,3211,20160919093500000,DT_EnterLong
CFFEX.IF.HOT,0,3231,20160926093500000,DT_ExitLong
CFFEX.IF.HOT,2,3217.2,20160927143000000,DT_EnterLong
CFFEX.IF.HOT,0,3216,20160928144500000,DT_ExitLong
CFFEX.IF.HOT,2,3232.8,20160929093500000,DT_EnterLong
CFFEX.IF.HOT,0,3245,20161010094500000,DT_ExitLong
CFFEX.IF.HOT,-2,3283,20161012140500000,DT_EnterShort
CFFEX.IF.HOT,0,3299.8,20161013094000000,DT_ExitShort
CFFEX.IF.HOT,2,3290,20161014093500000,DT_EnterLong
CFFEX.IF.HOT,0,3275.2,20161014112500000,DT_ExitLong
CFFEX.IF.HOT,-2,3284,20161017141500000,DT_EnterShort
CFFEX.IF.HOT,0,3283.2,20161021093500000,DT_ExitShort
CFFEX.IF.HOT,2,3318.4,20161024093500000,DT_EnterLong
CFFEX.IF.HOT,0,3328.6,20161026142000000,DT_ExitLong
CFFEX.IF.HOT,2,3324.6,20161027142500000,DT_EnterLong
CFFEX.IF.HOT,0,3296.8,20161031093500000,DT_ExitLong
CFFEX.IF.HOT,2,3328.4,20161101094500000,DT_EnterLong
CFFEX.IF.HOT,0,3382.2,20161117093500000,DT_ExitLong
CFFEX.IF.HOT,-2,3397,20161118093500000,DT_EnterShort
CFFEX.IF.HOT,0,3580,20161129143500000,DT_ExitShort
CFFEX.IF.HOT,2,3475.4,20161206093500000,DT_EnterLong
CFFEX.IF.HOT,0,3452.2,20161207094000000,DT_ExitLong
CFFEX.IF.HOT,-2,3449.6,20161209093500000,DT_EnterShort
CFFEX.IF.HOT,0,3296.6,20161228093500000,DT_ExitShort
CFFEX.IF.HOT,-2,3270.4,20161228144000000,DT_EnterShort
CFFEX.IF.HOT,0,3299.6,20161230093500000,DT_ExitShort
CFFEX.IF.HOT,2,3302.2,20170103093500000,DT_EnterLong
CFFEX.IF.HOT,0,3328.2,20170111113000000,DT_ExitLong
CFFEX.IF.HOT,-2,3293,20170116094000000,DT_EnterShort
CFFEX.IF.HOT,0,3360,20170123093500000,DT_ExitShort
CFFEX.IF.HOT,2,3378.2,20170126093500000,DT_EnterLong
CFFEX.IF.HOT,0,3370.4,20170203093500000,DT_ExitLong
CFFEX.IF.HOT,2,3367.4,20170206093500000,DT_EnterLong
CFFEX.IF.HOT,0,3457.4,20170221144000000,DT_ExitLong
CFFEX.IF.HOT,2,3466.6,20170222143000000,DT_EnterLong
CFFEX.IF.HOT,0,3443.2,20170223140500000,DT_ExitLong
CFFEX.IF.HOT,2,3427.6,20170307140500000,DT_EnterLong
CFFEX.IF.HOT,0,3398.2,20170313094500000,DT_ExitLong
CFFEX.IF.HOT,2,3459.8,20170316093500000,DT_EnterLong
CFFEX.IF.HOT,0,3448.2,20170330094000000,DT_ExitLong
CFFEX.IF.HOT,2,3481.6,20170405093500000,DT_EnterLong
CFFEX.IF.HOT,0,3503.4,20170406093500000,DT_ExitLong
CFFEX.IF.HOT,-2,3507,20170411093500000,DT_EnterShort
CFFEX.IF.HOT,0,3445,20170420143000000,DT_ExitShort
CFFEX.IF.HOT,-2,3429,20170424093500000,DT_EnterShort
CFFEX.IF.HOT,0,3422,20170425093500000,DT_ExitShort
CFFEX.IF.HOT,-2,3402.2,20170503093500000,DT_EnterShort
CFFEX.IF.HOT,0,3413,20170503094500000,DT_ExitShort
CFFEX.IF.HOT,-2,3337.6,20170510142000000,DT_EnterShort
CFFEX.IF.HOT,0,3388.8,20170515093500000,DT_ExitShort
CFFEX.IF.HOT,-2,3379,20170516093500000,DT_EnterShort
CFFEX.IF.HOT,0,3391.6,20170522094500000,DT_ExitShort
CFFEX.IF.HOT,2,3500,20170531093500000,DT_EnterLong
CFFEX.IF.HOT,0,3516.2,20170620142500000,DT_ExitLong
CFFEX.IF.HOT,-2,3524.6,20170621093500000,DT_EnterShort
CFFEX.IF.HOT,0,3648,20170626143000000,DT_ExitShort
CFFEX.IF.HOT,2,3640,20170630134000000,DT_EnterLong
CFFEX.IF.HOT,0,3614.2,20170706113000000,DT_ExitLong
CFFEX.IF.HOT,2,3635.2,20170710094500000,DT_EnterLong
CFFEX.IF.HOT,0,3631.2,20170712140500000,DT_ExitLong
CFFEX.IF.HOT,-2,3643.8,20170717094500000,DT_EnterShort
CFFEX.IF.HOT,0,3758.2,20170802093500000,DT_ExitShort
CFFEX.IF.HOT,-2,3674.8,20170810113000000,DT_EnterShort
CFFEX.IF.HOT,0,3730.4,20170821093500000,DT_ExitShort
CFFEX.IF.HOT,-2,3714.2,20170822100500000,DT_EnterShort
CFFEX.IF.HOT,0,3856.4,20170914095500000,DT_ExitShort
CFFEX.IF.HOT,2,3844,20170918093500000,DT_EnterLong
CFFEX.IF.HOT,0,3814.8,20170925141000000,DT_ExitLong
CFFEX.IF.HOT,2,3915.4,20171009093500000,DT_EnterLong
CFFEX.IF.HOT,0,3921.6,20171018143500000,DT_ExitLong
CFFEX.IF.HOT,2,3930,20171018145500000,DT_EnterLong
CFFEX.IF.HOT,0,4081.8,20171120094000000,DT_ExitLong
CFFEX.IF.HOT,-2,4067.6,20171127093500000,DT_EnterShort
CFFEX.IF.HOT,0,3991,20171204094000000,DT_ExitShort
CFFEX.IF.HOT,2,4005.6,20171205093500000,DT_EnterLong
CFFEX.IF.HOT,0,4297.6,20180119144000000,DT_ExitLong
CFFEX.IF.HOT,-2,4206.4,20180202093500000,DT_EnterShort
CFFEX.IF.HOT,0,3913.6,20180213093500000,DT_ExitShort
CFFEX.IF.HOT,-2,4030.8,20180223093500000,DT_EnterShort
CFFEX.IF.HOT,0,4082.8,20180314141500000,DT_ExitShort
CFFEX.IF.HOT,2,4066.4,20180315093500000,DT_EnterLong
CFFEX.IF.HOT,0,4050.6,20180316140500000,DT_ExitLong
CFFEX.IF.HOT,-2,3850.2,20180323093500000,DT_EnterShort
CFFEX.IF.HOT,0,3902,20180402094500000,DT_ExitShort
CFFEX.IF.HOT,2,3761,20180423094000000,DT_EnterLong
CFFEX.IF.HOT,0,3810,20180426093500000,DT_ExitLong
CFFEX.IF.HOT,-2,3797.8,20180426094000000,DT_EnterShort
CFFEX.IF.HOT,0,3845.8,20180508093500000,DT_ExitShort
CFFEX.IF.HOT,-2,3875.6,20180511143000000,DT_EnterShort
CFFEX.IF.HOT,0,3915.2,20180514093500000,DT_ExitShort
CFFEX.IF.HOT,-2,3909,20180515093500000,DT_EnterShort
CFFEX.IF.HOT,0,3918.2,20180515144000000,DT_ExitShort
CFFEX.IF.HOT,2,3842.8,20180607093500000,DT_EnterLong
CFFEX.IF.HOT,0,3546.2,20180619143500000,DT_ExitLong
CFFEX.IF.HOT,2,3422.8,20180628104500000,DT_EnterLong
CFFEX.IF.HOT,0,3502.2,20180716093500000,DT_ExitLong
CFFEX.IF.HOT,-2,3480.4,20180716094000000,DT_EnterShort
CFFEX.IF.HOT,0,3541,20180730095500000,DT_ExitShort
CFFEX.IF.HOT,2,3527.6,20180731134500000,DT_EnterLong
CFFEX.IF.HOT,0,3295.4,20180823094500000,DT_ExitLong
CFFEX.IF.HOT,2,3389,20180830093500000,DT_EnterLong
CFFEX.IF.HOT,0,3222.2,20180911100000000,DT_ExitLong
CFFEX.IF.HOT,2,3213.8,20180918093500000,DT_EnterLong
CFFEX.IF.HOT,0,3131.2,20181029094000000,DT_ExitLong
CFFEX.IF.HOT,2,3215.6,20181122140000000,DT_EnterLong
CFFEX.IF.HOT,0,3253.6,20181204130500000,DT_ExitLong
CFFEX.IF.HOT,2,3170.4,20181210093500000,DT_EnterLong
CFFEX.IF.HOT,0,2995,20181225093500000,DT_ExitLong
CFFEX.IF.HOT,2,3003.6,20181225135500000,DT_EnterLong
CFFEX.IF.HOT,0,3072.8,20190115093500000,DT_ExitLong
CFFEX.IF.HOT,2,3083.8,20190115094500000,DT_EnterLong
CFFEX.IF.HOT,0,3126.8,20190117093500000,DT_ExitLong
CFFEX.IF.HOT,2,3146,20190117112500000,DT_EnterLong
CFFEX.IF.HOT,0,3795.4,20190306140500000,DT_ExitLong
CFFEX.IF.HOT,-2,3837.8,20190321140000000,DT_EnterShort
CFFEX.IF.HOT,0,3751.6,20190329093500000,DT_ExitShort
CFFEX.IF.HOT,2,4019.4,20190403142500000,DT_EnterLong
CFFEX.IF.HOT,0,4080,20190419094000000,DT_ExitLong
CFFEX.IF.HOT,2,4124.4,20190419095500000,DT_EnterLong
CFFEX.IF.HOT,0,3899.8,20190430141000000,DT_ExitLong
CFFEX.IF.HOT,2,3803.4,20190506093500000,DT_EnterLong
CFFEX.IF.HOT,0,3640.8,20190514094500000,DT_ExitLong
CFFEX.IF.HOT,2,3710,20190516143500000,DT_EnterLong
CFFEX.IF.HOT,0,3584.6,20190520095000000,DT_ExitLong
CFFEX.IF.HOT,-2,3578,20190523093500000,DT_EnterShort
CFFEX.IF.HOT,0,3586.6,20190524093500000,DT_ExitShort
CFFEX.IF.HOT,-2,3546.4,20190527093500000,DT_EnterShort
CFFEX.IF.HOT,0,3571.2,20190527094000000,DT_ExitShort
CFFEX.IF.HOT,2,3651.6,20190603094500000,DT_EnterLong
CFFEX.IF.HOT,0,3573.6,20190604144000000,DT_ExitLong
CFFEX.IF.HOT,-2,3662.4,20190613094000000,DT_EnterShort
CFFEX.IF.HOT,0,3765.4,20190619093500000,DT_ExitShort
CFFEX.IF.HOT,2,3794,20190627093500000,DT_EnterLong
CFFEX.IF.HOT,0,3885.2,20190703093500000,DT_ExitLong
CFFEX.IF.HOT,-2,3831.2,20190708093500000,DT_EnterShort
CFFEX.IF.HOT,0,3808.6,20190711095000000,DT_ExitShort
CFFEX.IF.HOT,2,3801.4,20190712095500000,DT_EnterLong
CFFEX.IF.HOT,0,3745.2,20190715093500000,DT_ExitLong
CFFEX.IF.HOT,-2,3782.6,20190717093500000,DT_EnterShort
CFFEX.IF.HOT,0,3802.4,20190717094000000,DT_ExitShort
CFFEX.IF.HOT,2,3797.4,20190719095000000,DT_EnterLong
CFFEX.IF.HOT,0,3799.2,20190722093500000,DT_ExitLong
CFFEX.IF.HOT,2,3817.4,20190724093500000,DT_EnterLong
CFFEX.IF.HOT,0,3768.8,20190822095000000,DT_ExitLong
CFFEX.IF.HOT,2,3806.8,20190823094000000,DT_EnterLong
CFFEX.IF.HOT,0,3784.4,20190829094000000,DT_ExitLong
CFFEX.IF.HOT,2,3815.2,20190830093500000,DT_EnterLong
CFFEX.IF.HOT,0,3846,20190904094000000,DT_ExitLong
CFFEX.IF.HOT,-2,3959.4,20190910093500000,DT_EnterShort
CFFEX.IF.HOT,0,3878.6,20190923143000000,DT_ExitShort
CFFEX.IF.HOT,2,3888,20190925143500000,DT_EnterLong
CFFEX.IF.HOT,0,3909,20191029134500000,DT_ExitLong
CFFEX.IF.HOT,-2,3880.2,20191030094000000,DT_EnterShort
CFFEX.IF.HOT,0,3883,20191101094000000,DT_ExitShort
CFFEX.IF.HOT,2,3997.6,20191105103500000,DT_EnterLong
CFFEX.IF.HOT,0,3988,20191106140500000,DT_ExitLong
CFFEX.IF.HOT,2,3950.8,20191119145000000,DT_EnterLong
CFFEX.IF.HOT,0,3848.8,20191129094500000,DT_ExitLong
CFFEX.IF.HOT,2,3938.6,20191213093500000,DT_EnterLong
CFFEX.IF.HOT,0,4048.2,20191218140000000,DT_ExitLong
CFFEX.IF.HOT,2,4006,20191224142000000,DT_EnterLong
CFFEX.IF.HOT,0,3992,20191225140000000,DT_ExitLong
CFFEX.IF.HOT,2,4114.6,20191231143000000,DT_EnterLong
CFFEX.IF.HOT,0,4088,20200122093500000,DT_ExitLong
CFFEX.IF.HOT,2,3712.8,20200204093500000,DT_EnterLong
CFFEX.IF.HOT,0,4122,20200224094000000,DT_ExitLong
CFFEX.IF.HOT,2,4011.4,20200228093500000,DT_EnterLong
CFFEX.IF.HOT,0,4033.2,20200309093500000,DT_ExitLong
CFFEX.IF.HOT,2,4032.4,20200310093500000,DT_EnterLong
CFFEX.IF.HOT,0,4044,20200311130500000,DT_ExitLong
CFFEX.IF.HOT,2,3750,20200313093500000,DT_EnterLong
CFFEX.IF.HOT,0,3770.8,20200410093500000,DT_ExitLong
CFFEX.IF.HOT,-2,3811.8,20200417141000000,DT_EnterShort
CFFEX.IF.HOT,0,3803.2,20200427095000000,DT_ExitShort
