code,direct,opentime,openprice,closetime,closeprice,qty,profit,maxprofit,maxloss,totalprofit,entertag,exittag,openbarno,closebarno
CFFEX.IF.HOT,SHORT,201602231035,3025.4,201602241005,3039.4,1,-4200,11100,-5280,-134630,DT_EnterShort,DT_EnterLong,1500,1542
CFFEX.IF.HOT,LONG,201602241005,3039.4,201602241100,3016.8,1,-6780,1920,-11100,-141451,DT_EnterLong,DT_EnterShort,1542,1553
CFFEX.IF.HOT,SHORT,201602241100,3016.8,201602241445,3022.6,1,-1740,11940,-4080,-143233,DT_EnterShort,DT_EnterLong,1553,1580
CFFEX.IF.HOT,LONG,201602241445,3022.6,201602251025,2995.8,1,-8040,6300,-8880,-151315,DT_EnterLong,DT_EnterShort,1580,1594
CFFEX.IF.HOT,SHORT,201602251025,2995.8,201602261435,2888.8,1,32100,52140,0,-119255,DT_EnterShort,DT_EnterLong,1594,1674
CFFEX.IF.HOT,LONG,201602261435,2888.8,201602290950,2815,1,-22140,4920,-22980,-141435,DT_EnterLong,DT_EnterShort,1674,1683
CFFEX.IF.HOT,SHORT,201602290950,2815,201603011005,2827.8,1,-3840,18540,-4500,-145313,DT_EnterShort,DT_EnterLong,1683,1734
CFFEX.IF.HOT,LONG,201603011005,2827.8,201603031450,3007.4,1,53880,62100,-5700,-91473.8,DT_EnterLong,DT_EnterShort,1734,1869
CFFEX.IF.HOT,SHORT,201603031450,3007.4,201603041025,3023,1,-4680,1620,-6960,-96195.4,DT_EnterShort,DT_EnterLong,1869,1882
CFFEX.IF.HOT,LONG,201603041025,3023,201603071405,3059.2,1,10860,33780,-12000,-85377.3,DT_EnterLong,DT_EnterShort,1882,1956
CFFEX.IF.HOT,SHORT,201603071405,3059.2,201603081410,3050,1,2760,26460,-7620,-82659.5,DT_EnterShort,DT_EnterLong,1956,2005
CFFEX.IF.HOT,LONG,201603081410,3050,201603091025,3038.2,1,-3540,7800,-15900,-86241.5,DT_EnterLong,DT_EnterShort,2005,2026
CFFEX.IF.HOT,SHORT,201603091025,3038.2,201603091030,3029.8,1,2520,3660,-1200,-83763.4,DT_EnterShort,DT_EnterLong,2026,2027
CFFEX.IF.HOT,LONG,201603091030,3029.8,201603091110,3013,1,-5040,1860,-7020,-88845.1,DT_EnterLong,DT_EnterShort,2027,2035
CFFEX.IF.HOT,SHORT,201603091110,3013,201603100945,3055,1,-12600,6300,-14100,-101487,DT_EnterShort,DT_EnterLong,2035,2066
CFFEX.IF.HOT,LONG,201603100945,3055,201603101450,2983.8,1,-21360,1500,-21600,-122889,DT_EnterLong,DT_EnterShort,2066,2109
CFFEX.IF.HOT,SHORT,201603101450,2983.8,201603140945,3025.2,1,-12420,6840,-18420,-135350,DT_EnterShort,DT_EnterLong,2109,2162
CFFEX.IF.HOT,LONG,201603140945,3025.2,201603150935,3043,1,5340,25080,-600,-130052,DT_EnterLong,DT_EnterShort,2162,2208
CFFEX.IF.HOT,SHORT,201603150935,3043,201603151455,3053,1,-3000,9300,-5280,-133094,DT_EnterShort,DT_EnterLong,2208,2254
CFFEX.IF.HOT,LONG,201603151455,3053,201603181000,3097.6,1,13380,32160,-3000,-119756,DT_EnterLong,DT_EnterShort,2254,2357
CFFEX.IF.HOT,SHORT,201603181000,3097.6,201603181050,3123,1,-7620,1980,-10500,-127419,DT_EnterShort,DT_EnterLong,2357,2367
CFFEX.IF.HOT,LONG,201603181050,3123,201603221020,3206.8,1,25140,36360,-2040,-102323,DT_EnterLong,DT_EnterShort,2367,2457
CFFEX.IF.HOT,SHORT,201603221020,3206.8,201603221415,3212.8,1,-1800,4440,-3960,-104167,DT_EnterShort,DT_EnterLong,2457,2486
CFFEX.IF.HOT,LONG,201603221415,3212.8,201603221425,3200.4,1,-3720,660,-4560,-107932,DT_EnterLong,DT_EnterShort,2486,2488
CFFEX.IF.HOT,SHORT,201603221425,3200.4,201603221430,3203.6,1,-960,900,-1260,-108936,DT_EnterShort,DT_EnterLong,2488,2489
CFFEX.IF.HOT,LONG,201603221430,3203.6,201603221455,3190.6,1,-3900,1860,-3900,-112880,DT_EnterLong,DT_EnterShort,2489,2494
CFFEX.IF.HOT,SHORT,201603221455,3190.6,201603240935,3170,1,6180,7380,-9780,-106744,DT_EnterShort,DT_EnterLong,2494,2544
CFFEX.IF.HOT,LONG,201603240935,3170,201603240940,3154.8,1,-4560,1500,-5280,-111347,DT_EnterLong,DT_EnterShort,2544,2545
CFFEX.IF.HOT,SHORT,201603240940,3154.8,201603241355,3177,1,-6660,7380,-9060,-118051,DT_EnterShort,DT_EnterLong,2545,2578
CFFEX.IF.HOT,LONG,201603241355,3177,201603241440,3150.2,1,-8040,1680,-8100,-126135,DT_EnterLong,DT_EnterShort,2578,2587
CFFEX.IF.HOT,SHORT,201603241440,3150.2,201603251025,3169.8,1,-5880,3960,-8340,-132058,DT_EnterShort,DT_EnterLong,2587,2602
CFFEX.IF.HOT,LONG,201603251025,3169.8,201603251100,3154.8,1,-4500,600,-5100,-136602,DT_EnterLong,DT_EnterShort,2602,2609
CFFEX.IF.HOT,SHORT,201603251100,3154.8,201603251345,3163.4,1,-2580,2760,-4320,-139226,DT_EnterShort,DT_EnterLong,2609,2624
CFFEX.IF.HOT,LONG,201603251345,3163.4,201603251400,3153,1,-3120,0,-3120,-142389,DT_EnterLong,DT_EnterShort,2624,2627
CFFEX.IF.HOT,SHORT,201603251400,3153,201603280940,3191.2,1,-11460,2880,-13020,-153893,DT_EnterShort,DT_EnterLong,2627,2641
CFFEX.IF.HOT,LONG,201603280940,3191.2,201603281400,3170,1,-6360,7680,-7860,-160297,DT_EnterLong,DT_EnterShort,2641,2675
CFFEX.IF.HOT,SHORT,201603281400,3170,201603301005,3158.4,1,3480,26340,-600,-156861,DT_EnterShort,DT_EnterLong,2675,2742
CFFEX.IF.HOT,LONG,201603301005,3158.4,201604010955,3180.4,1,6600,15060,-8220,-150304,DT_EnterLong,DT_EnterShort,2742,2836
CFFEX.IF.HOT,SHORT,201604010955,3180.4,201604011435,3185,1,-1380,17040,-2880,-151728,DT_EnterShort,DT_EnterLong,2836,2874
CFFEX.IF.HOT,LONG,201604011435,3185,201604061305,3241,1,16800,24780,-1140,-134973,DT_EnterLong,DT_EnterShort,2874,2952
CFFEX.IF.HOT,SHORT,201604061305,3241,201604070940,3256.4,1,-4620,5400,-6420,-139637,DT_EnterShort,DT_EnterLong,2952,2977
CFFEX.IF.HOT,LONG,201604070940,3256.4,201604071030,3218.8,1,-11280,0,-12420,-150962,DT_EnterLong,DT_EnterShort,2977,2987
CFFEX.IF.HOT,SHORT,201604071030,3218.8,201604110950,3222.2,1,-1020,21960,-3660,-152026,DT_EnterShort,DT_EnterLong,2987,3075
CFFEX.IF.HOT,LONG,201604110950,3222.2,201604120940,3213.2,1,-2700,9840,-3660,-154771,DT_EnterLong,DT_EnterShort,3075,3121
CFFEX.IF.HOT,SHORT,201604120940,3213.2,201604130945,3255,1,-12540,6960,-13020,-167356,DT_EnterShort,DT_EnterLong,3121,3170
CFFEX.IF.HOT,LONG,201604130945,3255,201604140950,3276.6,1,6480,15480,-1800,-160921,DT_EnterLong,DT_EnterShort,3170,3219
CFFEX.IF.HOT,SHORT,201604140950,3276.6,201604190940,3211,1,19680,31560,-660,-141285,DT_EnterShort,DT_EnterLong,3219,3361
CFFEX.IF.HOT,LONG,201604190940,3211,201604191050,3184.4,1,-7980,840,-10020,-149309,DT_EnterLong,DT_EnterShort,3361,3375
CFFEX.IF.HOT,SHORT,201604191050,3184.4,201604191500,3195.4,1,-3300,2760,-5460,-152654,DT_EnterShort,DT_EnterLong,3375,3407
CFFEX.IF.HOT,LONG,201604191500,3195.4,201604201105,3165.8,1,-8880,6300,-8820,-161577,DT_EnterLong,DT_EnterShort,3407,3426
CFFEX.IF.HOT,SHORT,201604201105,3165.8,201604211100,3136,1,8940,28080,-540,-152681,DT_EnterShort,DT_EnterLong,3426,3473
CFFEX.IF.HOT,LONG,201604211100,3136,201604220945,3126.8,1,-2760,10020,-10920,-155484,DT_EnterLong,DT_EnterShort,3473,3506
CFFEX.IF.HOT,SHORT,201604220945,3126.8,201604221435,3142.6,1,-4740,4860,-5340,-160267,DT_EnterShort,DT_EnterLong,3506,3546
CFFEX.IF.HOT,LONG,201604221435,3142.6,201604250950,3102.2,1,-12120,1320,-15000,-172430,DT_EnterLong,DT_EnterShort,3546,3555
CFFEX.IF.HOT,SHORT,201604250950,3102.2,201604251405,3130.8,1,-8580,5340,-9660,-181053,DT_EnterShort,DT_EnterLong,3555,3588
CFFEX.IF.HOT,LONG,201604251405,3130.8,201604261310,3115,1,-4740,7740,-7620,-185837,DT_EnterLong,DT_EnterShort,3588,3625
CFFEX.IF.HOT,SHORT,201604261310,3115,201604261500,3137,1,-6600,2580,-6900,-192480,DT_EnterShort,DT_EnterLong,3625,3647
CFFEX.IF.HOT,LONG,201604261500,3137,201604271430,3130.2,1,-2040,4620,-4200,-194563,DT_EnterLong,DT_EnterShort,3647,3689
CFFEX.IF.HOT,SHORT,201604271430,3130.2,201604290940,3114.4,1,4740,9900,-2940,-189866,DT_EnterShort,DT_EnterLong,3689,3745
CFFEX.IF.HOT,LONG,201604290940,3114.4,201605031000,3134.6,1,6060,9240,-900,-183849,DT_EnterLong,DT_EnterShort,3745,3797
CFFEX.IF.HOT,SHORT,201605031000,3134.6,201605031005,3143.8,1,-2760,780,-3120,-186652,DT_EnterShort,DT_EnterLong,3797,3798
CFFEX.IF.HOT,LONG,201605031005,3143.8,201605041050,3180.2,1,10920,17940,0,-175776,DT_EnterLong,DT_EnterShort,3798,3855
CFFEX.IF.HOT,SHORT,201605041050,3180.2,201605041405,3197.8,1,-5280,3900,-5280,-181100,DT_EnterShort,DT_EnterLong,3855,3876
CFFEX.IF.HOT,LONG,201605041405,3197.8,201605051025,3184.6,1,-3960,60,-6540,-185104,DT_EnterLong,DT_EnterShort,3876,3898
CFFEX.IF.HOT,SHORT,201605051025,3184.6,201605051035,3179.6,1,1500,1440,-240,-183648,DT_EnterShort,DT_EnterLong,3898,3900
CFFEX.IF.HOT,LONG,201605051035,3179.6,201605051040,3177.2,1,-720,540,-1380,-184412,DT_EnterLong,DT_EnterShort,3900,3901
CFFEX.IF.HOT,SHORT,201605051040,3177.2,201605051450,3191,1,-4140,2400,-4500,-188596,DT_EnterShort,DT_EnterLong,3901,3933
CFFEX.IF.HOT,LONG,201605051450,3191,201605061030,3175.2,1,-4740,1020,-5700,-193380,DT_EnterLong,DT_EnterShort,3933,3947
CFFEX.IF.HOT,SHORT,201605061030,3175.2,201605101115,3046,1,38760,45960,-840,-154663,DT_EnterShort,DT_EnterLong,3947,4052
CFFEX.IF.HOT,LONG,201605101115,3046,201605110935,3055.4,1,2820,5340,-4680,-151885,DT_EnterLong,DT_EnterShort,4052,4080
CFFEX.IF.HOT,SHORT,201605110935,3055.4,201605111010,3049.4,1,1800,2820,-1260,-150127,DT_EnterShort,DT_EnterLong,4080,4087
CFFEX.IF.HOT,LONG,201605111010,3049.4,201605111045,3040.8,1,-2580,300,-3420,-152749,DT_EnterLong,DT_EnterShort,4087,4094
CFFEX.IF.HOT,SHORT,201605111045,3040.8,201605111110,3055,1,-4260,180,-4560,-157051,DT_EnterShort,DT_EnterLong,4094,4099
CFFEX.IF.HOT,LONG,201605111110,3055,201605120945,3023.2,1,-9540,7800,-12000,-166633,DT_EnterLong,DT_EnterShort,4099,4130
CFFEX.IF.HOT,SHORT,201605120945,3023.2,201605121120,3060.4,1,-11160,840,-13020,-177835,DT_EnterShort,DT_EnterLong,4130,4149
CFFEX.IF.HOT,LONG,201605121120,3060.4,201605131345,3067.2,1,2040,10200,-2580,-175837,DT_EnterLong,DT_EnterShort,4149,4208
CFFEX.IF.HOT,SHORT,201605131345,3067.2,201605161115,3079,1,-3540,9660,-6180,-179420,DT_EnterShort,DT_EnterLong,4208,4244
CFFEX.IF.HOT,LONG,201605161115,3079,201605171110,3063.2,1,-4740,3300,-5400,-184202,DT_EnterLong,DT_EnterShort,4244,4291
CFFEX.IF.HOT,SHORT,201605171110,3063.2,201605171410,3096.4,1,-9960,360,-10680,-194205,DT_EnterShort,DT_EnterLong,4291,4309
CFFEX.IF.HOT,LONG,201605171410,3096.4,201605180945,3019.6,1,-23040,720,-22980,-217287,DT_EnterLong,DT_EnterShort,4309,4322
CFFEX.IF.HOT,SHORT,201605180945,3019.6,201605191000,3024.8,1,-1560,10380,-3720,-218888,DT_EnterShort,DT_EnterLong,4322,4373
CFFEX.IF.HOT,LONG,201605191000,3024.8,201605191440,3021.6,1,-960,7200,-1500,-219890,DT_EnterLong,DT_EnterShort,4373,4411
CFFEX.IF.HOT,SHORT,201605191440,3021.6,201605201045,3036.8,1,-4560,5820,-5460,-224492,DT_EnterShort,DT_EnterLong,4411,4430
CFFEX.IF.HOT,LONG,201605201045,3036.8,201605201330,3024.2,1,-3780,1080,-4320,-228314,DT_EnterLong,DT_EnterShort,4430,4445
CFFEX.IF.HOT,SHORT,201605201330,3024.2,201605201430,3038.4,1,-4260,1620,-4800,-232616,DT_EnterShort,DT_EnterLong,4445,4457
CFFEX.IF.HOT,LONG,201605201430,3038.4,201605231410,3039.8,1,420,10380,-1320,-232238,DT_EnterLong,DT_EnterShort,4457,4501
CFFEX.IF.HOT,SHORT,201605231410,3039.8,201605250940,3047.2,1,-2220,8940,-4560,-234500,DT_EnterShort,DT_EnterLong,4501,4561
CFFEX.IF.HOT,LONG,201605250940,3047.2,201605251355,3022.6,1,-7380,3540,-7980,-241921,DT_EnterLong,DT_EnterShort,4561,4594
CFFEX.IF.HOT,SHORT,201605251355,3022.6,201605261435,3024.4,1,-540,10380,-7020,-242503,DT_EnterShort,DT_EnterLong,4594,4650
CFFEX.IF.HOT,LONG,201605261435,3024.4,201605300955,3012.2,1,-3660,4620,-9300,-246205,DT_EnterLong,DT_EnterShort,4650,4708
CFFEX.IF.HOT,SHORT,201605300955,3012.2,201605301055,3032.2,1,-6000,960,-6660,-252246,DT_EnterShort,DT_EnterLong,4708,4720
CFFEX.IF.HOT,LONG,201605301055,3032.2,201606011400,3138.2,1,31800,38700,-89940,-220489,DT_EnterLong,DT_EnterShort,4720,4835
CFFEX.IF.HOT,SHORT,201606011400,3138.2,201606030950,3141.8,1,-1080,3780,-3480,-221612,DT_EnterShort,DT_EnterLong,4835,4899
CFFEX.IF.HOT,LONG,201606030950,3141.8,201606061315,3158,1,4860,14880,-2760,-216796,DT_EnterLong,DT_EnterShort,4899,4970
CFFEX.IF.HOT,SHORT,201606061315,3158,201606071055,3156.6,1,420,2340,-3240,-216419,DT_EnterShort,DT_EnterLong,4970,5008
CFFEX.IF.HOT,LONG,201606071055,3156.6,201606071120,3154.4,1,-660,420,-1320,-217123,DT_EnterLong,DT_EnterShort,5008,5013
CFFEX.IF.HOT,SHORT,201606071120,3154.4,201606071330,3160.8,1,-1920,240,-2520,-219087,DT_EnterShort,DT_EnterLong,5013,5021
CFFEX.IF.HOT,LONG,201606071330,3160.8,201606080940,3147,1,-4140,600,-4980,-223270,DT_EnterLong,DT_EnterShort,5021,5041
CFFEX.IF.HOT,SHORT,201606080940,3147,201606081410,3149,1,-600,4740,-3000,-223914,DT_EnterShort,DT_EnterLong,5041,5077
CFFEX.IF.HOT,LONG,201606081410,3149,201606130945,3116.4,1,-9780,2940,-13680,-233737,DT_EnterLong,DT_EnterShort,5077,5090
CFFEX.IF.HOT,SHORT,201606130945,3116.4,201606151010,3069,1,14220,28080,-4620,-219559,DT_EnterShort,DT_EnterLong,5090,5191
CFFEX.IF.HOT,LONG,201606151010,3069,201606160955,3050.8,1,-5460,17460,-7020,-225062,DT_EnterLong,DT_EnterShort,5191,5236
CFFEX.IF.HOT,SHORT,201606160955,3050.8,201606171010,3072.4,1,-6480,9240,-8520,-231584,DT_EnterShort,DT_EnterLong,5236,5287
CFFEX.IF.HOT,LONG,201606171010,3072.4,201606171355,3029.8,1,-12780,1920,-13620,-244406,DT_EnterLong,DT_EnterShort,5287,5314
CFFEX.IF.HOT,SHORT,201606171355,3029.8,201606201335,3045.6,1,-4740,4200,-9540,-249188,DT_EnterShort,DT_EnterLong,5314,5358
CFFEX.IF.HOT,LONG,201606201335,3045.6,201606211400,3055.4,1,2940,18000,-3660,-246290,DT_EnterLong,DT_EnterShort,5358,5411
CFFEX.IF.HOT,SHORT,201606211400,3055.4,201606221125,3067.6,1,-3660,8340,-5040,-249992,DT_EnterShort,DT_EnterLong,5411,5446
CFFEX.IF.HOT,LONG,201606221125,3067.6,201606231120,3051,1,-4980,4020,-5880,-255015,DT_EnterLong,DT_EnterShort,5446,5493
CFFEX.IF.HOT,SHORT,201606231120,3051,201606240945,3075.4,1,-7320,3300,-8460,-262377,DT_EnterShort,DT_EnterLong,5493,5522
CFFEX.IF.HOT,LONG,201606240945,3075.4,201606241040,3050.2,1,-7560,3360,-9480,-269979,DT_EnterLong,DT_EnterShort,5522,5533
CFFEX.IF.HOT,SHORT,201606241040,3050.2,201606271015,3052.2,1,-600,23760,-4380,-270621,DT_EnterShort,DT_EnterLong,5533,5576
CFFEX.IF.HOT,LONG,201606271015,3052.2,201606281040,3055.6,1,1020,8160,-1200,-269643,DT_EnterLong,DT_EnterShort,5576,5629
CFFEX.IF.HOT,SHORT,201606281040,3055.6,201606281335,3072.4,1,-5040,2040,-6420,-274726,DT_EnterShort,DT_EnterLong,5629,5646
CFFEX.IF.HOT,LONG,201606281335,3072.4,201607011330,3109.8,1,11220,18420,-3120,-263548,DT_EnterLong,DT_EnterShort,5646,5789
CFFEX.IF.HOT,SHORT,201607011330,3109.8,201607041025,3144.4,1,-10380,4320,-11160,-273971,DT_EnterShort,DT_EnterLong,5789,5818
CFFEX.IF.HOT,LONG,201607041025,3144.4,201607051415,3170.4,1,7800,12120,-1620,-266215,DT_EnterLong,DT_EnterShort,5818,5894
CFFEX.IF.HOT,SHORT,201607051415,3170.4,201607060935,3165.6,1,1440,180,-2520,-264819,DT_EnterShort,DT_EnterLong,5894,5904
CFFEX.IF.HOT,LONG,201607060935,3165.6,201607060940,3165,1,-180,0,-2880,-265042,DT_EnterLong,DT_EnterShort,5904,5905
CFFEX.IF.HOT,SHORT,201607060940,3165,201607061330,3172.4,1,-2220,4860,-3720,-267306,DT_EnterShort,DT_EnterLong,5905,5933
CFFEX.IF.HOT,LONG,201607061330,3172.4,201607071315,3169.8,1,-780,4860,-3240,-268130,DT_EnterLong,DT_EnterShort,5933,5978
CFFEX.IF.HOT,SHORT,201607071315,3169.8,201607071435,3187.8,1,-5400,540,-6900,-273574,DT_EnterShort,DT_EnterLong,5978,5994
CFFEX.IF.HOT,LONG,201607071435,3187.8,201607081005,3174.8,1,-3900,900,-6840,-277518,DT_EnterLong,DT_EnterShort,5994,6006
CFFEX.IF.HOT,SHORT,201607081005,3174.8,201607081420,3179,1,-1260,3360,-3900,-278821,DT_EnterShort,DT_EnterLong,6006,6039
CFFEX.IF.HOT,LONG,201607081420,3179,201607120935,3185,1,1800,14400,-3000,-277065,DT_EnterLong,DT_EnterShort,6039,6096
CFFEX.IF.HOT,SHORT,201607120935,3185,201607121020,3226,1,-12300,600,-14400,-289410,DT_EnterShort,DT_EnterLong,6096,6105
CFFEX.IF.HOT,LONG,201607121020,3226,201607121125,3204.4,1,-6480,1080,-9900,-295934,DT_EnterLong,DT_EnterShort,6105,6118
CFFEX.IF.HOT,SHORT,201607121125,3204.4,201607121400,3225,1,-6180,1860,-6360,-302158,DT_EnterShort,DT_EnterLong,6118,6131
CFFEX.IF.HOT,LONG,201607121400,3225,201607131500,3274.2,1,14760,22200,-180,-287443,DT_EnterLong,DT_EnterShort,6131,6191
CFFEX.IF.HOT,SHORT,201607131500,3274.2,201607151015,3244.8,1,8820,15060,-420,-278668,DT_EnterShort,DT_EnterLong,6191,6248
CFFEX.IF.HOT,LONG,201607151015,3244.8,201607151115,3234,1,-3240,360,-3600,-281953,DT_EnterLong,DT_EnterShort,6248,6260
CFFEX.IF.HOT,SHORT,201607151115,3234,201607151120,3234.8,1,-240,780,-660,-282238,DT_EnterShort,DT_EnterLong,6260,6261
CFFEX.IF.HOT,LONG,201607151120,3234.8,201607151125,3236.4,1,480,960,-120,-281802,DT_EnterLong,DT_EnterShort,6261,6262
CFFEX.IF.HOT,SHORT,201607151125,3236.4,201607151445,3249,1,-3780,1620,-3900,-285627,DT_EnterShort,DT_EnterLong,6262,6284
CFFEX.IF.HOT,LONG,201607151445,3249,201607181020,3229.8,1,-5760,1320,-6780,-291432,DT_EnterLong,DT_EnterShort,6284,6297
CFFEX.IF.HOT,SHORT,201607181020,3229.8,201607181415,3235.6,1,-1740,3480,-3840,-293216,DT_EnterShort,DT_EnterLong,6297,6326
CFFEX.IF.HOT,LONG,201607181415,3235.6,201607181440,3233.8,1,-540,780,-2220,-293801,DT_EnterLong,DT_EnterShort,6326,6331
CFFEX.IF.HOT,SHORT,201607181440,3233.8,201607201010,3215.2,1,5580,14640,-1200,-288265,DT_EnterShort,DT_EnterLong,6331,6391
CFFEX.IF.HOT,LONG,201607201010,3215.2,201607201100,3200.2,1,-4500,120,-5760,-292810,DT_EnterLong,DT_EnterShort,6391,6401
CFFEX.IF.HOT,SHORT,201607201100,3200.2,201607201315,3209.4,1,-2760,660,-4140,-295614,DT_EnterShort,DT_EnterLong,6401,6410
CFFEX.IF.HOT,LONG,201607201315,3209.4,201607201430,3204,1,-1620,1020,-3120,-297278,DT_EnterLong,DT_EnterShort,6410,6425
CFFEX.IF.HOT,SHORT,201607201430,3204,201607210950,3222.2,1,-5460,2460,-6300,-302782,DT_EnterShort,DT_EnterLong,6425,6435
CFFEX.IF.HOT,LONG,201607210950,3222.2,201607220945,3210.4,1,-3540,6000,-4380,-306367,DT_EnterLong,DT_EnterShort,6435,6482
